timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,best_accuracy,best_path,final_path
2026-05-29T18:17:24,0,0.0,0.103,87.237045,0.09630044843049328,87.29221,790-1023-450-550-623-896-484-1603-403-2098,0.09630044843049328,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T18:25:10,1,466.1024231,missing,missing,missing,missing,missing,0.09630044843049328,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T18:32:46,2,455.6595993,missing,missing,missing,missing,missing,0.09630044843049328,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T18:40:23,3,456.9456005,missing,missing,missing,missing,missing,0.09630044843049328,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T18:47:50,4,447.5016109,missing,missing,missing,missing,missing,0.09630044843049328,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T19:03:15,5,446.4755352,0.857,4.487352,0.8812780269058296,3.7395017,1010-837-869-765-859-969-869-907-1048-787,0.8812780269058296,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T19:10:40,6,445.1452964,missing,missing,missing,missing,missing,0.8812780269058296,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T19:18:09,7,449.1915947,missing,missing,missing,missing,missing,0.8812780269058296,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T19:25:28,8,438.4231334,missing,missing,missing,missing,missing,0.8812780269058296,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T19:32:38,9,430.7045722,missing,missing,missing,missing,missing,0.8812780269058296,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T19:47:50,10,429.6378309,0.897,3.111261,0.8855381165919283,3.517275,877-910-837-874-886-945-956-932-878-825,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T19:54:59,11,429.1176908,missing,missing,missing,missing,missing,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T20:02:09,12,429.8068609,missing,missing,missing,missing,missing,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T20:09:22,13,432.6915842,missing,missing,missing,missing,missing,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T20:16:35,14,432.9198923,missing,missing,missing,missing,missing,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T20:31:50,15,435.7363425,0.878,3.7548444,0.8800448430493274,3.72925,953-915-836-910-925-905-916-855-859-846,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T20:39:01,16,431.4296741,missing,missing,missing,missing,missing,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T20:46:15,17,433.3951634,missing,missing,missing,missing,missing,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T20:53:29,18,434.5141326,missing,missing,missing,missing,missing,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T21:00:38,19,428.4940915,missing,missing,missing,missing,missing,0.8855381165919283,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T21:15:47,20,428.5602684,0.89,3.5251431,0.8918161434977578,3.3521225,907-921-839-932-876-902-904-903-796-940,0.8918161434977578,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
2026-05-29T21:22:58,21,430.5985017,missing,missing,missing,missing,missing,0.8918161434977578,C:\Users\fenje\dev\InteractiveIsing.jl\ext\IsingLearning\experiments\MNIST\784-120-40-baseline\experiments\current\20260529_mnist_784_120_40_baseline_revisit_gt90_e40_32w\beta5_lr0015_wd0_e40\best_checkpoint.bin,
