timestamp,epoch,seconds,train_accuracy,train_loss,test_accuracy,test_loss,pred_counts,w_norm,b_norm,w_input_norm,grad_w_norm,grad_b_norm,grad_w_input_norm,attractor_samples,reward_mean,reward_std,best_accuracy,best_path,final_path
2026-06-09T10:01:43,0,0.0,0.09121933222652646,57.87558,0.09461883408071749,57.773438,735-994-791-817-913-833-888-1209-832-908,0.48583895,0.0,1.5314544,0.0,0.0,0.0,0,0.0,0.0,0.09461883408071749,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:04:55,1,185.6521322,0.1874192953329644,75.52721,0.1867713004484305,75.61159,0-1612-0-0-4119-1-1583-1605-0-0,1.3497542,0.6511117,41.797092,0.4689063,0.477084,3.822051,1320,-2.129094,0.32633704,0.1867713004484305,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:07:57,2,176.7240208,0.18586976572588082,75.50272,0.18576233183856503,75.5992,0-1599-0-0-4081-1-1635-1604-0-0,1.9976912,1.4118048,84.760925,1.8132823,2.1317794,11.964868,1320,-2.1079576,0.41784438,0.1867713004484305,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:11:11,3,186.9307635,0.18391440693598968,75.52443,0.18497757847533633,75.62205,0-1537-0-0-4195-0-1612-1576-0-0,2.7768877,2.149141,127.79294,0.20087129,0.4296801,3.6027613,1320,-2.2282534,0.34090704,0.1867713004484305,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:14:08,4,173.2506882,0.18555617044825679,75.538345,0.18486547085201793,75.61631,0-1531-0-0-4224-0-1638-1527-0-0,3.7137392,2.9403183,171.2334,0.28247872,0.1114373,4.637042,1320,-2.114231,0.39638937,0.1867713004484305,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:17:06,5,174.0581106,0.18452315071020106,75.52177,0.18452914798206277,75.61212,0-1603-0-0-4166-0-1584-1567-0-0,4.5376697,3.7611654,214.7848,0.3835564,0.8007165,4.7152042,1320,-2.1752694,0.35980067,0.1867713004484305,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:20:03,6,171.8394208,0.18432023611879728,75.529564,0.18867713004484304,75.61863,0-1594-0-0-4142-0-1594-1590-0-0,5.540457,4.593727,258.37274,0.3160138,0.17405714,3.7312765,1320,-2.1531045,0.36840943,0.18867713004484304,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:23:04,7,176.3104755,0.18607268031728463,75.53703,0.1858744394618834,75.62221,0-1590-0-0-4185-0-1626-1519-0-0,6.3403563,5.409148,302.01498,0.39405894,0.3937731,5.5382037,1320,-2.1749527,0.44083765,0.18867713004484304,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:26:03,8,174.3553943,0.1880280391071758,75.5466,0.1827354260089686,75.64402,0-1552-0-0-4295-0-1530-1543-0-0,7.830332,6.182769,345.59772,0.38299388,1.0611588,6.247761,1320,-2.1762536,0.3806778,0.18867713004484304,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:29:01,9,172.5224497,0.1854085961999631,75.53736,0.18295964125560538,75.63015,0-1603-0-0-4182-0-1598-1537-0-0,8.850413,7.058101,389.07272,0.9871011,0.9352634,6.1439934,1320,-2.2059813,0.3464341,0.18867713004484304,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:32:00,10,174.1248368,0.18634938203283527,75.546715,0.18867713004484304,75.633896,0-1547-0-0-4240-0-1592-1541-0-0,9.714818,7.864519,432.4846,0.54979634,0.6018725,4.2892013,1320,-2.2293086,0.36272034,0.18867713004484304,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:34:56,11,171.9453392,0.18612802066039477,75.54009,0.1859865470852018,75.625854,0-1572-0-0-4204-0-1550-1594-0-0,10.662575,8.742055,476.0585,0.11946652,0.1926477,2.8109205,1320,-2.2110877,0.29526687,0.18867713004484304,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:37:55,12,174.819539,0.18524257517063272,75.54925,0.18632286995515696,75.62758,0-1538-0-0-4238-0-1563-1581-0-0,11.80818,9.556694,519.6643,0.079016276,0.32453382,3.3866563,1320,-2.168168,0.33570462,0.18867713004484304,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
2026-06-09T10:40:43,13,162.9728737,0.18502121379819222,75.54632,0.18374439461883407,75.629684,0-1607-0-0-4239-0-1526-1548-0-0,12.936753,10.398063,563.2466,0.1983439,0.35162798,3.9426532,1320,-2.1660666,0.39689907,0.18867713004484304,ext/IsingLearning/experiments/MNIST/784-120-40-surrogate-attractor/experiments/current/full_loose_progress_5421pc_20ep\best_checkpoint.bin,
